,catégorie,rang,nom,an,temps
7,MD4,26.0,Tak,-9223372036854775808,1900-01-01 05:01:32.700000
8,SH4,125.0,Tak,-9223372036854775808,1900-01-01 01:46:05.700000
9,QH2,195.0,Tak,-9223372036854775808,1900-01-01 00:50:12.700000
10,K2,59.0,Tak,-9223372036854775808,1900-01-01 00:20:34.700000
11,SH3,277.0,Tak,-9223372036854775808,1900-01-01 01:48:57.500000
12,MH4,15.0,Tal,-9223372036854775808,1900-01-01 03:17:18.400000
13,MH2,56.0,Tal,-9223372036854775808,1900-01-01 03:00:40
14,RD,1.0,Tam,-9223372036854775808,1900-01-01 00:42:07.100000
15,RH,12.0,Tam,-9223372036854775808,1900-01-01 00:42:29
16,MH4,105.0,Tan,-9223372036854775808,1900-01-01 03:54:22.200000
17,QD4,19.0,Tap,-9223372036854775808,1900-01-01 00:59:12.600000
18,K6,58.0,Tar,-9223372036854775808,1900-01-01 00:29:47.500000
19,QH3,18.0,Tar,-9223372036854775808,1900-01-01 00:39:09.600000
20,MH2,2.0,Tar,-9223372036854775808,1900-01-01 02:17:40
21,MH1,112.0,Tar,-9223372036854775808,1900-01-01 03:56:18
22,QD4,20.0,Tar,-9223372036854775808,1900-01-01 00:59:38.600000
23,QH2,29.0,Tar,-9223372036854775808,1900-01-01 00:38:35
24,QD3,33.0,Tau,-9223372036854775808,1900-01-01 00:53:17.800000
25,SH2,371.0,Tau,-9223372036854775808,1900-01-01 01:52:03.200000
26,MH2,268.0,Tec,-9223372036854775808,1900-01-01 03:40:11.700000
27,K9,23.0,Teg,-9223372036854775808,1900-01-01 00:20:32.700000
28,K10,2.0,Teg,-9223372036854775808,1900-01-01 00:16:55.500000
29,K7,89.0,Tei,-9223372036854775808,1900-01-01 00:28:44.200000
30,SH3,14.0,Tei,-9223372036854775808,1900-01-01 01:20:31.900000
31,MD2,20.0,Tek,-9223372036854775808,1900-01-01 03:37:03.100000
32,MH3,88.0,Tem,-9223372036854775808,1900-01-01 03:20:45
33,SD1,34.0,Ten,-9223372036854775808,1900-01-01 01:49:21.100000
34,QD3,67.0,Teo,-9223372036854775808,1900-01-01 00:58:48.100000
35,K6,24.0,Teo,-9223372036854775808,1900-01-01 00:22:50.100000
36,QH2,40.0,Ter,-9223372036854775808,1900-01-01 00:39:17.600000
37,SD2,59.0,Ter,-9223372036854775808,1900-01-01 01:53:03.400000
38,MH2,393.0,Ter,-9223372036854775808,1900-01-01 04:10:17.400000
39,SD2,69.0,Ter,-9223372036854775808,1900-01-01 01:55:54.200000
40,MH3,223.0,Ter,-9223372036854775808,1900-01-01 03:44:34.300000
41,RH,55.0,Ter,-9223372036854775808,1900-01-01 00:50:21.200000
42,MH3,167.0,Tey,-9223372036854775808,1900-01-01 03:34:16.900000
43,MD4,13.0,Tha,-9223372036854775808,1900-01-01 04:25:23.100000
44,MH3,197.0,Tha,-9223372036854775808,1900-01-01 03:40:09.800000
45,QH3,92.0,Tha,-9223372036854775808,1900-01-01 00:47:55.400000
46,SH4,114.0,The,-9223372036854775808,1900-01-01 01:45:21.400000
47,SH2,172.0,The,-9223372036854775808,1900-01-01 01:33:48.700000
48,QH2,82.0,The,-9223372036854775808,1900-01-01 00:43:36
49,MH3,248.0,The,-9223372036854775808,1900-01-01 03:49:54.900000
50,MH2,111.0,The,-9223372036854775808,1900-01-01 03:12:23.100000
51,K7,31.0,The,-9223372036854775808,1900-01-01 00:20:56.800000
52,SH1,10.0,The,-9223372036854775808,1900-01-01 01:16:56.600000
53,SH4,26.0,The,-9223372036854775808,1900-01-01 01:31:20.900000
54,QH1,21.0,The,-9223372036854775808,1900-01-01 00:37:58.400000
55,QD2,141.0,The,-9223372036854775808,1900-01-01 01:00:18.300000
56,QH2,268.0,The,-9223372036854775808,1900-01-01 01:00:18.700000
57,SD3,69.0,Thi,-9223372036854775808,1900-01-01 01:59:25.300000
58,SH4,127.0,Thi,-9223372036854775808,1900-01-01 01:46:20.700000
59,MH2,100.0,Thi,-9223372036854775808,1900-01-01 03:10:42.500000
60,SD2,131.0,Thi,-9223372036854775808,1900-01-01 02:18:46.400000
61,K5,2.0,Tho,-9223372036854775808,1900-01-01 00:15:06.700000
62,K9,4.0,Tho,-9223372036854775808,1900-01-01 00:16:37.700000
63,SH1,171.0,Tho,-9223372036854775808,1900-01-01 01:52:53.600000
64,SH1,113.0,Tho,-9223372036854775808,1900-01-01 01:38:22
65,MH2,339.0,Tho,-9223372036854775808,1900-01-01 03:53:27.900000
66,SH2,309.0,Tho,-9223372036854775808,1900-01-01 01:43:40.500000
67,SH1,32.0,Thu,-9223372036854775808,1900-01-01 01:25:20.700000
68,SH3,54.0,Thu,-9223372036854775808,1900-01-01 01:28:39.900000
69,MD1,4.0,Tik,-9223372036854775808,1900-01-01 02:49:52.600000
70,QH2,257.0,Tim,-9223372036854775808,1900-01-01 00:57:27
71,MH2,391.0,Tin,-9223372036854775808,1900-01-01 04:10:06.200000
72,MH3,307.0,Tin,-9223372036854775808,1900-01-01 04:00:15.200000
73,MH4,139.0,Tir,-9223372036854775808,1900-01-01 04:07:08.700000
74,SH2,245.0,Tis,-9223372036854775808,1900-01-01 01:38:31
75,MH3,141.0,Tis,-9223372036854775808,1900-01-01 03:31:31
76,SH4,5.0,Tis,-9223372036854775808,1900-01-01 01:24:14.700000
77,SH2,9.0,Tit,-9223372036854775808,1900-01-01 01:14:17.100000
78,QH4,84.0,Tit,-9223372036854775808,1900-01-01 00:56:24.900000
79,MH2,132.0,Tob,-9223372036854775808,1900-01-01 03:18:12.400000
80,MH3,125.0,Tod,-9223372036854775808,1900-01-01 03:28:21.700000
81,MH2,182.0,Tod,-9223372036854775808,1900-01-01 03:26:38.200000
82,K8,4.0,Toe,-9223372036854775808,1900-01-01 00:17:47.300000
83,MH4,111.0,Toe,-9223372036854775808,1900-01-01 03:57:46.600000
84,SH2,223.0,Tof,-9223372036854775808,1900-01-01 01:37:04.300000
85,QH3,192.0,Tol,-9223372036854775808,1900-01-01 01:00:12.300000
86,K5,13.0,Tom,-9223372036854775808,1900-01-01 00:18:15.400000
87,QH3,146.0,Tom,-9223372036854775808,1900-01-01 00:52:48.400000
88,QD3,53.0,Tom,-9223372036854775808,1900-01-01 00:57:21.200000
89,QH4,47.0,Ton,-9223372036854775808,1900-01-01 00:50:33.700000
90,QH2,77.0,Ton,-9223372036854775808,1900-01-01 00:43:08.700000
91,MH1,35.0,Tor,-9223372036854775808,1900-01-01 03:09:46.100000
92,MD4,5.0,Tor,-9223372036854775808,1900-01-01 03:56:43.800000
93,SD4,28.0,Tor,-9223372036854775808,1900-01-01 02:11:49.700000
94,QD3,14.0,Tor,-9223372036854775808,1900-01-01 00:49:57
95,QD1,10.0,Tor,-9223372036854775808,1900-01-01 00:42:57
96,RH,10.0,Tor,-9223372036854775808,1900-01-01 00:40:50.100000
97,SH4,37.0,Tor,-9223372036854775808,1900-01-01 01:34:38.400000
98,MH1,102.0,Tor,-9223372036854775808,1900-01-01 03:50:23.900000
99,SH2,378.0,Tor,-9223372036854775808,1900-01-01 01:53:33.800000
100,K1,41.0,Tor,-9223372036854775808,1900-01-01 00:22:01.600000
101,SH2,153.0,Tor,-9223372036854775808,1900-01-01 01:32:17.400000
102,K7,58.0,Tor,-9223372036854775808,1900-01-01 00:23:19.200000
103,SH3,116.0,Tor,-9223372036854775808,1900-01-01 01:35:59.200000
104,SH4,144.0,Tos,-9223372036854775808,1900-01-01 01:49:57.900000
105,MH2,108.0,Tos,-9223372036854775808,1900-01-01 03:11:31.800000
106,SH2,191.0,Tot,-9223372036854775808,1900-01-01 01:34:47.200000
107,SH2,182.0,Tot,-9223372036854775808,1900-01-01 01:34:14.700000
108,MD3,21.0,Toy,-9223372036854775808,1900-01-01 03:53:36.300000
109,QD2,72.0,Tra,-9223372036854775808,1900-01-01 00:54:08.600000
110,SH2,222.0,Tra,-9223372036854775808,1900-01-01 01:36:53.700000
111,SD1,85.0,Tra,-9223372036854775808,1900-01-01 02:23:10.400000
112,SH1,58.0,Tra,-9223372036854775808,1900-01-01 01:30:39.200000
113,K1,89.0,Tra,-9223372036854775808,1900-01-01 00:27:03.700000
114,MD2,33.0,Tra,-9223372036854775808,1900-01-01 03:51:12.300000
115,SD3,1.0,Tra,-9223372036854775808,1900-01-01 01:26:37.500000
116,QH1,58.0,Tri,-9223372036854775808,1900-01-01 00:40:50.100000
117,SD2,119.0,Tri,-9223372036854775808,1900-01-01 02:07:34.400000
118,K6,28.0,Tro,-9223372036854775808,1900-01-01 00:23:57
119,K9,1.0,Tro,-9223372036854775808,1900-01-01 00:15:34.400000
120,QH1,109.0,Tro,-9223372036854775808,1900-01-01 00:44:23.300000
121,MD3,39.0,Tro,-9223372036854775808,1900-01-01 04:27:18.400000
122,SH3,355.0,Tro,-9223372036854775808,1900-01-01 01:59:41.800000
123,SD3,45.0,Tro,-9223372036854775808,1900-01-01 01:51:38.800000
124,MH3,177.0,Tro,-9223372036854775808,1900-01-01 03:36:44.100000
125,MH2,72.0,Tro,-9223372036854775808,1900-01-01 03:03:30.700000
126,QH2,89.0,Tro,-9223372036854775808,1900-01-01 00:44:17.100000
127,SH1,75.0,Tru,-9223372036854775808,1900-01-01 01:32:28.700000
128,MH3,96.0,Tru,-9223372036854775808,1900-01-01 03:22:47
129,SH4,218.0,Tru,-9223372036854775808,1900-01-01 02:05:33.100000
130,QH4,105.0,Tru,-9223372036854775808,1900-01-01 01:03:07.900000
131,QD1,86.0,Tsa,-9223372036854775808,1900-01-01 00:55:22.800000
132,QD1,33.0,Tsc,-9223372036854775808,1900-01-01 00:46:44.900000
133,SD4,21.0,Tsc,-9223372036854775808,1900-01-01 02:03:12.100000
134,RH,77.0,Tsc,-9223372036854775808,1900-01-01 00:55:27.300000
135,SD2,125.0,Tsc,-9223372036854775808,1900-01-01 02:10:22.600000
136,SH2,372.0,Tsc,-9223372036854775808,1900-01-01 01:52:03.800000
137,QH2,100.0,Tsi,-9223372036854775808,1900-01-01 00:44:50.200000
138,QH1,52.0,Tsu,-9223372036854775808,1900-01-01 00:40:17.600000
139,SH4,40.0,Tsu,-9223372036854775808,1900-01-01 01:35:03.200000
140,SD4,25.0,Tsu,-9223372036854775808,1900-01-01 02:06:13.400000
141,QH2,279.0,Tuo,-9223372036854775808,1900-01-01 01:14:59.100000
142,K2,62.0,Tur,-9223372036854775808,1900-01-01 00:20:39.200000
143,K1,24.0,Tur,-9223372036854775808,1900-01-01 00:20:42
144,QH3,50.0,Tur,-9223372036854775808,1900-01-01 00:43:16.700000
145,SH3,178.0,Tuv,-9223372036854775808,1900-01-01 01:41:03.600000
0,MH4,195.0,Fab,-9223372036854775808,1900-01-01 04:52:57.100000
1,QH1,210.0,Fab,-9223372036854775808,1900-01-01 01:00:31.100000
2,SH4,172.0,Fab,-9223372036854775808,1900-01-01 01:54:37.300000
3,SD1,86.0,Fab,-9223372036854775808,1900-01-01 02:24:23.700000
4,MH3,52.0,Fab,-9223372036854775808,1900-01-01 03:12:34.700000
5,QD1,90.0,Fab,-9223372036854775808,1900-01-01 00:55:46.500000
6,QH2,64.0,Fab,-9223372036854775808,1900-01-01 00:42:02.400000
7,K3,113.0,Fac,-9223372036854775808,1900-01-01 00:24:44.400000
8,SH4,98.0,Fac,-9223372036854775808,1900-01-01 01:43:37.900000
9,MH2,124.0,Fae,-9223372036854775808,1900-01-01 03:15:56.400000
10,QH1,217.0,Fah,-9223372036854775808,1900-01-01 01:05:46.200000
11,SH3,177.0,Fah,-9223372036854775808,1900-01-01 01:40:59
12,K7,38.0,Fai,-9223372036854775808,1900-01-01 00:21:40.100000
13,MH3,210.0,Fak,-9223372036854775808,1900-01-01 03:42:01.100000
14,MH2,332.0,Fal,-9223372036854775808,1900-01-01 03:51:46
15,SH2,437.0,Fal,-9223372036854775808,1900-01-01 02:06:59.500000
16,K7,82.0,Fal,-9223372036854775808,1900-01-01 00:27:50.400000
17,K1,103.0,Fal,-9223372036854775808,1900-01-01 00:28:45.300000
18,QD2,159.0,Fal,-9223372036854775808,1900-01-01 01:02:16.200000
19,K6,43.0,Fal,-9223372036854775808,1900-01-01 00:28:05.500000
20,K1,96.0,Fal,-9223372036854775808,1900-01-01 00:27:49.600000
21,QD2,52.0,Fam,-9223372036854775808,1900-01-01 00:52:31.700000
22,MD2,41.0,Fan,-9223372036854775808,1900-01-01 03:55:32.200000
23,QD2,11.0,Fan,-9223372036854775808,1900-01-01 00:44:54.500000
24,SH2,193.0,Far,-9223372036854775808,1900-01-01 01:35:00.200000
25,K5,8.0,Far,-9223372036854775808,1900-01-01 00:16:26.300000
26,K2,114.0,Far,-9223372036854775808,1900-01-01 00:26:44.100000
27,K3,111.0,Far,-9223372036854775808,1900-01-01 00:24:31.900000
28,QH2,32.0,Far,-9223372036854775808,1900-01-01 00:38:51.300000
29,QH1,25.0,Far,-9223372036854775808,1900-01-01 00:38:16
30,SD3,21.0,Far,-9223372036854775808,1900-01-01 01:44:31.400000
31,SH3,152.0,Far,-9223372036854775808,1900-01-01 01:38:33.500000
32,K8,11.0,Far,-9223372036854775808,1900-01-01 00:18:49
33,SH2,54.0,Far,-9223372036854775808,1900-01-01 01:23:20
34,SH2,73.0,Fas,-9223372036854775808,1900-01-01 01:25:40.100000
35,RH,41.0,Fas,-9223372036854775808,1900-01-01 00:48:39.400000
36,MH4,162.0,Fas,-9223372036854775808,1900-01-01 04:19:36.900000
37,MH3,389.0,Fas,-9223372036854775808,1900-01-01 05:10:48.300000
38,QD3,65.0,Fat,-9223372036854775808,1900-01-01 00:58:42.200000
39,MH2,409.0,Fat,-9223372036854775808,1900-01-01 04:18:51
40,MH1,16.0,Fau,-9223372036854775808,1900-01-01 02:50:45.900000
41,MH4,146.0,Fau,-9223372036854775808,1900-01-01 04:12:02
42,MH3,19.0,Fau,-9223372036854775808,1900-01-01 02:59:17.600000
43,SH3,230.0,Fau,-9223372036854775808,1900-01-01 01:44:59
44,QD2,166.0,Fav,-9223372036854775808,1900-01-01 01:04:02.500000
45,K3,86.0,Fav,-9223372036854775808,1900-01-01 00:20:31.500000
46,SH4,200.0,Fav,-9223372036854775808,1900-01-01 02:00:17.300000
47,SH2,380.0,Fav,-9223372036854775808,1900-01-01 01:53:49.300000
48,SH3,252.0,Fav,-9223372036854775808,1900-01-01 01:46:55.200000
49,K1,11.0,Fav,-9223372036854775808,1900-01-01 00:19:09.800000
50,K3,37.0,Fav,-9223372036854775808,1900-01-01 00:18:13.400000
51,MH3,268.0,Fav,-9223372036854775808,1900-01-01 03:54:20
52,SH4,181.0,Fav,-9223372036854775808,1900-01-01 01:56:16.100000
53,SH2,116.0,Fav,-9223372036854775808,1900-01-01 01:29:20.900000
54,SH3,271.0,Fav,-9223372036854775808,1900-01-01 01:48:23.300000
55,QH1,61.0,Fav,-9223372036854775808,1900-01-01 00:41:15.400000
56,SH2,369.0,Fav,-9223372036854775808,1900-01-01 01:51:47.500000
57,SH3,240.0,Fav,-9223372036854775808,1900-01-01 01:45:46.700000
58,QH1,110.0,Fav,-9223372036854775808,1900-01-01 00:44:23.800000
59,RH,114.0,Fav,-9223372036854775808,1900-01-01 01:04:22.900000
60,K3,39.0,Fav,-9223372036854775808,1900-01-01 00:18:22.800000
61,SH2,60.0,Fav,-9223372036854775808,1900-01-01 01:24:20.600000
62,MH2,127.0,Fav,-9223372036854775808,1900-01-01 03:16:15.700000
63,QD1,38.0,Fav,-9223372036854775808,1900-01-01 00:47:35.500000
64,SD1,83.0,Fav,-9223372036854775808,1900-01-01 02:19:33
65,SH4,182.0,Fav,-9223372036854775808,1900-01-01 01:56:45.300000
66,SH1,26.0,Fav,-9223372036854775808,1900-01-01 01:24:31
67,K3,38.0,Fav,-9223372036854775808,1900-01-01 00:18:16.100000
68,MH3,358.0,Fav,-9223372036854775808,1900-01-01 04:27:01.100000
69,RH,49.0,Fay,-9223372036854775808,1900-01-01 00:49:44.400000
70,MH3,145.0,Fay,-9223372036854775808,1900-01-01 03:32:08.700000
71,QD2,62.0,Fed,-9223372036854775808,1900-01-01 00:53:18.300000
72,SH1,47.0,Fed,-9223372036854775808,1900-01-01 01:28:02.500000
73,QH2,229.0,Fed,-9223372036854775808,1900-01-01 00:53:40.300000
74,MH3,322.0,Feh,-9223372036854775808,1900-01-01 04:06:21.100000
75,MH3,153.0,Feh,-9223372036854775808,1900-01-01 03:32:42.200000
76,MH2,400.0,Feh,-9223372036854775808,1900-01-01 04:14:47.600000
77,SH4,65.0,Fel,-9223372036854775808,1900-01-01 01:39:53
78,SD4,14.0,Fel,-9223372036854775808,1900-01-01 01:58:46.600000
79,MD2,34.0,Fel,-9223372036854775808,1900-01-01 03:51:16.600000
80,MD1,12.0,Fel,-9223372036854775808,1900-01-01 03:38:31.900000
81,SH2,254.0,Fel,-9223372036854775808,1900-01-01 01:39:27.900000
82,MH3,56.0,Fel,-9223372036854775808,1900-01-01 03:13:58.700000
83,SH4,105.0,Fel,-9223372036854775808,1900-01-01 01:44:00.600000
84,K2,17.0,Fen,-9223372036854775808,1900-01-01 00:18:32.300000
85,QH2,114.0,Fen,-9223372036854775808,1900-01-01 00:45:19.200000
86,K4,30.0,Fen,-9223372036854775808,1900-01-01 00:17:22.200000
87,SD3,99.0,Fen,-9223372036854775808,1900-01-01 02:14:11
88,MH3,378.0,Fen,-9223372036854775808,1900-01-01 04:44:03.600000
89,MH4,121.0,Fen,-9223372036854775808,1900-01-01 04:02:58.200000
90,SD3,58.0,Fer,-9223372036854775808,1900-01-01 01:56:04.500000
91,MH3,15.0,Fer,-9223372036854775808,1900-01-01 02:57:55.900000
92,K7,75.0,Fer,-9223372036854775808,1900-01-01 00:26:27.500000
93,MH3,298.0,Fer,-9223372036854775808,1900-01-01 03:59:01.300000
94,QH2,93.0,Fer,-9223372036854775808,1900-01-01 00:44:26.900000
95,MH3,375.0,Fer,-9223372036854775808,1900-01-01 04:42:32.700000
96,QH2,201.0,Fer,-9223372036854775808,1900-01-01 00:50:41.400000
97,SH1,30.0,Fer,-9223372036854775808,1900-01-01 01:24:44.900000
98,SH2,349.0,Fer,-9223372036854775808,1900-01-01 01:49:07.200000
99,MH4,4.0,Fer,-9223372036854775808,1900-01-01 03:01:54
100,SH2,23.0,Fer,-9223372036854775808,1900-01-01 01:17:11.600000
101,K8,53.0,Fer,-9223372036854775808,1900-01-01 00:22:27.100000
102,RD,56.0,Fer,-9223372036854775808,1900-01-01 01:30:35.300000
103,QD2,171.0,Fer,-9223372036854775808,1900-01-01 01:05:21.200000
104,K7,68.0,Fer,-9223372036854775808,1900-01-01 00:24:27.900000
105,QH3,31.0,Fer,-9223372036854775808,1900-01-01 00:40:59
106,K3,72.0,Fer,-9223372036854775808,1900-01-01 00:19:31.200000
107,QD4,39.0,Fer,-9223372036854775808,1900-01-01 01:51:54.900000
108,QH1,204.0,Fer,-9223372036854775808,1900-01-01 00:57:17.400000
109,K2,35.0,Fer,-9223372036854775808,1900-01-01 00:19:07.800000
110,SH3,259.0,Fes,-9223372036854775808,1900-01-01 01:47:15
111,MH3,245.0,Feu,-9223372036854775808,1900-01-01 03:48:33.300000
112,QH2,18.0,Fev,-9223372036854775808,1900-01-01 00:36:36.700000
113,SD2,81.0,Fia,-9223372036854775808,1900-01-01 01:58:29.900000
114,QH2,247.0,Fid,-9223372036854775808,1900-01-01 00:56:03.200000
115,QH3,128.0,Fie,-9223372036854775808,1900-01-01 00:50:35.600000
116,MH1,32.0,Fie,-9223372036854775808,1900-01-01 03:07:53.200000
117,RH,15.0,Fie,-9223372036854775808,1900-01-01 00:42:58.200000
118,RD,33.0,Fie,-9223372036854775808,1900-01-01 01:10:50.600000
119,MH2,128.0,Fie,-9223372036854775808,1900-01-01 03:16:30.400000
120,SH4,74.0,Fig,-9223372036854775808,1900-01-01 01:41:04.400000
121,SH2,231.0,Fig,-9223372036854775808,1900-01-01 01:37:59.200000
122,SH1,124.0,Fig,-9223372036854775808,1900-01-01 01:40:20.400000
123,MD3,46.0,Fil,-9223372036854775808,1900-01-01 04:45:49.700000
124,QH2,187.0,Fio,-9223372036854775808,1900-01-01 00:49:36.200000
125,K2,44.0,Fio,-9223372036854775808,1900-01-01 00:19:20.700000
126,QH2,278.0,Fis,-9223372036854775808,1900-01-01 01:13:04.200000
127,SH3,180.0,Fis,-9223372036854775808,1900-01-01 01:41:12.100000
128,MH2,420.0,Fis,-9223372036854775808,1900-01-01 04:31:15.700000
129,K2,71.0,Fis,-9223372036854775808,1900-01-01 00:21:09.100000
130,SH3,309.0,Fis,-9223372036854775808,1900-01-01 01:52:19.300000
131,QH2,256.0,Fis,-9223372036854775808,1900-01-01 00:57:22.800000
132,MH3,277.0,Fis,-9223372036854775808,1900-01-01 03:55:32.600000
133,SH3,167.0,Fla,-9223372036854775808,1900-01-01 01:40:23.100000
134,MH3,183.0,Fla,-9223372036854775808,1900-01-01 03:37:27.100000
135,SH4,222.0,Fle,-9223372036854775808,1900-01-01 02:07:02.600000
136,SH2,205.0,Fle,-9223372036854775808,1900-01-01 01:35:55.700000
137,SH2,121.0,Fle,-9223372036854775808,1900-01-01 01:29:39
138,SH2,404.0,Fle,-9223372036854775808,1900-01-01 01:57:20.800000
139,QD2,2.0,Flo,-9223372036854775808,1900-01-01 00:39:29.100000
140,SD2,11.0,Flu,-9223372036854775808,1900-01-01 01:35:52.900000
141,QH2,198.0,Flu,-9223372036854775808,1900-01-01 00:50:24.300000
142,RH,32.0,Flu,-9223372036854775808,1900-01-01 00:46:52.600000
143,SH4,41.0,Flu,-9223372036854775808,1900-01-01 01:35:22.800000
144,QD2,121.0,Flu,-9223372036854775808,1900-01-01 00:58:26.700000
145,MH2,286.0,Flu,-9223372036854775808,1900-01-01 03:43:23
146,MD4,3.0,Flu,-9223372036854775808,1900-01-01 03:47:21.300000
147,MH2,415.0,Flu,-9223372036854775808,1900-01-01 04:26:53.700000
148,MD3,4.0,Flu,-9223372036854775808,1900-01-01 03:25:14.400000
149,MH4,135.0,Foe,-9223372036854775808,1900-01-01 04:06:53.200000
150,MH1,86.0,Foe,-9223372036854775808,1900-01-01 03:40:50.200000
151,QH2,106.0,Fog,-9223372036854775808,1900-01-01 00:44:56.800000
152,SH2,2.0,Fog,-9223372036854775808,1900-01-01 01:09:48.900000
153,MH3,152.0,Fol,-9223372036854775808,1900-01-01 03:32:40.300000
154,MH3,3.0,Fol,-9223372036854775808,1900-01-01 02:45:30
155,MD3,29.0,Fon,-9223372036854775808,1900-01-01 04:05:43.400000
156,SH3,105.0,Fon,-9223372036854775808,1900-01-01 01:35:16.500000
157,SH2,389.0,Fon,-9223372036854775808,1900-01-01 01:54:54.100000
158,SD1,50.0,For,-9223372036854775808,1900-01-01 01:55:42.600000
159,QH2,36.0,For,-9223372036854775808,1900-01-01 00:39:09.200000
160,MH2,265.0,For,-9223372036854775808,1900-01-01 03:39:23.400000
161,SH1,37.0,For,-9223372036854775808,1900-01-01 01:26:15.800000
162,QH1,202.0,For,-9223372036854775808,1900-01-01 00:55:13.500000
163,K4,23.0,For,-9223372036854775808,1900-01-01 00:16:49.200000
164,MH3,373.0,For,-9223372036854775808,1900-01-01 04:41:36.700000
165,QH1,129.0,For,-9223372036854775808,1900-01-01 00:46:01.900000
166,SH3,37.0,For,-9223372036854775808,1900-01-01 01:26:15.300000
167,SH2,355.0,Fou,-9223372036854775808,1900-01-01 01:49:55.200000
168,SD4,11.0,Fou,-9223372036854775808,1900-01-01 01:49:42.700000
169,MH3,104.0,Fou,-9223372036854775808,1900-01-01 03:23:58.700000
170,SH3,363.0,Fou,-9223372036854775808,1900-01-01 02:01:39
171,MD1,14.0,Fou,-9223372036854775808,1900-01-01 03:44:49.200000
172,SH1,185.0,Fou,-9223372036854775808,1900-01-01 01:58:31.300000
173,QH3,69.0,Fou,-9223372036854775808,1900-01-01 00:45:26
174,RD,12.0,Fou,-9223372036854775808,1900-01-01 00:58:20.300000
175,QD2,122.0,Fou,-9223372036854775808,1900-01-01 00:58:32.600000
176,K3,88.0,Fou,-9223372036854775808,1900-01-01 00:20:34.600000
177,K4,4.0,Fou,-9223372036854775808,1900-01-01 00:15:08.200000
178,SH3,96.0,Fou,-9223372036854775808,1900-01-01 01:34:06.200000
179,MH3,287.0,Fou,-9223372036854775808,1900-01-01 03:57:24.200000
180,SH2,162.0,Fou,-9223372036854775808,1900-01-01 01:33:09.200000
181,K7,47.0,Fou,-9223372036854775808,1900-01-01 00:22:27.300000
182,SD2,10.0,Fou,-9223372036854775808,1900-01-01 01:33:10.700000
183,RH,73.0,Fou,-9223372036854775808,1900-01-01 00:53:52.500000
184,SD3,114.0,Fox,-9223372036854775808,1900-01-01 02:34:24.900000
185,K4,41.0,Fra,-9223372036854775808,1900-01-01 00:17:54.100000
186,SH2,138.0,Fra,-9223372036854775808,1900-01-01 01:31:18.100000
187,SH3,246.0,Fra,-9223372036854775808,1900-01-01 01:46:16.800000
188,K4,6.0,Fra,-9223372036854775808,1900-01-01 00:15:39.300000
189,SH2,94.0,Fra,-9223372036854775808,1900-01-01 01:27:58
190,K4,54.0,Fra,-9223372036854775808,1900-01-01 00:18:40.800000
191,SH2,397.0,Fra,-9223372036854775808,1900-01-01 01:56:30.100000
192,K6,9.0,Fra,-9223372036854775808,1900-01-01 00:20:39.300000
193,SD2,37.0,Fra,-9223372036854775808,1900-01-01 01:45:50.800000
194,K7,63.0,Fra,-9223372036854775808,1900-01-01 00:23:49.700000
195,K8,3.0,Fra,-9223372036854775808,1900-01-01 00:17:43
196,QH2,186.0,Fra,-9223372036854775808,1900-01-01 00:49:29.700000
197,SH2,277.0,Fra,-9223372036854775808,1900-01-01 01:41:18.900000
198,MH2,376.0,Fre,-9223372036854775808,1900-01-01 04:02:49.200000
199,MH3,186.0,Fre,-9223372036854775808,1900-01-01 03:37:49.800000
200,QH4,113.0,Fre,-9223372036854775808,1900-01-01 01:48:18.400000
201,FH,1.0,Fre,-9223372036854775808,1900-01-01 00:43:35.400000
202,QD1,111.0,Fre,-9223372036854775808,1900-01-01 00:58:04.400000
203,SH3,381.0,Fre,-9223372036854775808,1900-01-01 02:07:15.200000
204,MH3,219.0,Fre,-9223372036854775808,1900-01-01 03:43:48.400000
205,K3,2.0,Fre,-9223372036854775808,1900-01-01 00:15:24.400000
206,K6,22.0,Fre,-9223372036854775808,1900-01-01 00:22:21.900000
207,K4,20.0,Fre,-9223372036854775808,1900-01-01 00:16:46.100000
208,MH3,238.0,Fre,-9223372036854775808,1900-01-01 03:47:17.400000
209,MH4,190.0,Fre,-9223372036854775808,1900-01-01 04:46:21.900000
210,MH4,145.0,Fre,-9223372036854775808,1900-01-01 04:11:46.800000
211,SH3,32.0,Fre,-9223372036854775808,1900-01-01 01:25:09.800000
212,K3,23.0,Fre,-9223372036854775808,1900-01-01 00:17:36.500000
213,QH2,276.0,Fre,-9223372036854775808,1900-01-01 01:09:06.700000
214,MH1,154.0,Fri,-9223372036854775808,1900-01-01 04:40:05.800000
215,SH2,123.0,Fri,-9223372036854775808,1900-01-01 01:29:41.800000
216,SH3,318.0,Fri,-9223372036854775808,1900-01-01 01:53:19.600000
217,QH1,208.0,Fri,-9223372036854775808,1900-01-01 00:59:12.900000
218,QH2,238.0,Fri,-9223372036854775808,1900-01-01 00:54:47.600000
219,SH2,211.0,Fri,-9223372036854775808,1900-01-01 01:36:19.700000
220,QH4,90.0,Fri,-9223372036854775808,1900-01-01 00:57:28.200000
221,K8,29.0,Fri,-9223372036854775808,1900-01-01 00:20:36.500000
222,RH,146.0,Fri,-9223372036854775808,1900-01-01 01:12:44.800000
223,K4,61.0,Fri,-9223372036854775808,1900-01-01 00:19:14.900000
224,SH2,403.0,Fri,-9223372036854775808,1900-01-01 01:57:16.800000
